Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity,norm_name,is_aroma,Aroma Description
Methyl butanoate,ARGOS.csv,ARGOS,17.1791166666667,415,17.185,57,315207.9467706178,methylbutanoate,True,"Apple, fruity, sweet"
Acetophenone,ARGOS.csv,ARGOS,19.3237666666667,484,19.314,57,138398.20384446424,acetophenone,True,"Floral, sweet, almond-like"
Benzaldehyde,BINTJE.csv,BINTJE,9.33338333333333,165,9.322,85,5813.610711284822,benzaldehyde,True,"Almond, cherry, sweet"
Acetophenone,BINTJE.csv,BINTJE,11.4748,234,11.478,105,595605.2298780506,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,BINTJE.csv,BINTJE,12.0953666666667,253,12.102,57,1075032.1612361474,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,BINTJE.csv,BINTJE,13.1435833333333,283,13.15,105,672310.0746853438,hexanoicacid,True,"Fatty, sweaty, rancid"
Tetramethylpyrazine,BINTJE.csv,BINTJE,16.375,387,16.385,57,926647.7686616296,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,BINTJE.csv,BINTJE,19.3267,485,19.336,181,57759.22042914304,acetophenone,True,"Floral, sweet, almond-like"
Benzaldehyde,DELIA RED.csv,DELIA RED,9.33745323510734,166,9.348,76,36142.565870243045,benzaldehyde,True,"Almond, cherry, sweet"
Acetophenone,DELIA RED.csv,DELIA RED,11.4714833333333,234,11.478,105,721259.3283296843,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,DELIA RED.csv,DELIA RED,12.0952666666667,253,12.102,57,847337.7782144868,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Methyl butanoate,DELIA RED.csv,DELIA RED,17.1755166666667,415,17.185,57,277257.20515640505,methylbutanoate,True,"Apple, fruity, sweet"
Acetophenone,DELIA RED.csv,DELIA RED,19.3233833333333,484,19.314,57,105899.70257261272,acetophenone,True,"Floral, sweet, almond-like"
Benzaldehyde,FESTIEN.csv,FESTIEN,9.32956861120923,165,9.322,85,16472.910893657358,benzaldehyde,True,"Almond, cherry, sweet"
Acetophenone,FESTIEN.csv,FESTIEN,11.4654833333333,234,11.478,105,1679863.8260573763,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,FESTIEN.csv,FESTIEN,12.08605,253,12.102,57,10847676.619344575,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,FESTIEN.csv,FESTIEN,13.7162333333333,300,13.703,120,39015.984901508775,decanal,True,"Citrus, fatty, waxy, potato-like"
Methyl butanoate,FESTIEN.csv,FESTIEN,17.1727333333333,415,17.185,57,288621.7877734403,methylbutanoate,True,"Apple, fruity, sweet"
Acetophenone,FESTIEN.csv,FESTIEN,19.3206,484,19.314,57,72470.66264364457,acetophenone,True,"Floral, sweet, almond-like"
Benzaldehyde,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,9.33786289879757,166,9.348,76,34939.35386956274,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,9.75483333333333,179,9.751,43,116265.64511299928,hexanol,True,"Green, grassy, herbaceous"
Nonanal,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,12.0924,253,12.102,57,1003101.705314679,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,13.7193666666667,301,13.732,57,742433.3077272491,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,MULBERRYBEAUTY.csv,MULBERRYBEAUTY,19.3237333333333,484,19.314,57,131679.32144193724,acetophenone,True,"Floral, sweet, almond-like"
Benzaldehyde,OSPREY.csv,OSPREY,9.33371666666667,165,9.322,85,5372.956123948808,benzaldehyde,True,"Almond, cherry, sweet"
Octanal,OSPREY.csv,OSPREY,10.2147166666667,196,10.218,43,497598.9092324458,octanal,True,"Citrus, fruity, green"
Acetophenone,OSPREY.csv,OSPREY,11.4751333333333,234,11.478,105,639575.221877589,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,OSPREY.csv,OSPREY,12.0924833333333,253,12.102,57,1669616.6447871928,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,OSPREY.csv,OSPREY,13.1374833333333,283,13.15,105,632703.3369866388,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,OSPREY.csv,OSPREY,13.7226666666667,301,13.732,57,870974.6017767041,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,OSPREY.csv,OSPREY,16.3753333333333,387,16.385,57,1180178.8072669094,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,OSPREY.csv,OSPREY,19.3270333333333,485,19.336,181,51153.81408241486,acetophenone,True,"Floral, sweet, almond-like"
Benzaldehyde,SMART.csv,SMART,9.32726666666667,165,9.322,85,29210.25115335807,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,SMART.csv,SMART,9.7517,179,9.751,43,134384.10626877335,hexanol,True,"Green, grassy, herbaceous"
Octanal,SMART.csv,SMART,10.2114833333333,196,10.218,43,711626.1377797369,octanal,True,"Citrus, fruity, green"
Acetophenone,SMART.csv,SMART,11.4687,234,11.478,105,1552020.0338186084,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,SMART.csv,SMART,12.0924666666667,253,12.102,57,4284123.961325587,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Octanoic acid,SMART.csv,SMART,12.4172166666667,261,12.427,74,884074.6216237592,octanoicacid,True,"Fatty, soapy, rancid"
Hexanoic acid,SMART.csv,SMART,13.1631833333333,283,13.15,105,860833.0020233009,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,SMART.csv,SMART,13.7194333333333,301,13.732,57,1324228.5239629855,decanal,True,"Citrus, fatty, waxy, potato-like"
"2-Propanone, 1-methoxy-",SMART.csv,SMART,14.2917666666667,318,14.288,45,329464.661633516,2propanone1methoxy,True,"Solvent, ether-like"
"2-Propanone, 1-methoxy-",SMART.csv,SMART,14.3593,321,14.369,59,3982325.435332843,2propanone1methoxy,True,"Solvent, ether-like"
Methyl butanoate,SMART.csv,SMART,15.5071833333333,358,15.494,87,427192.6188413357,methylbutanoate,True,"Apple, fruity, sweet"
Methyl butanoate,SMART.csv,SMART,17.17595,415,17.185,57,479230.734259029,methylbutanoate,True,"Apple, fruity, sweet"
Acetophenone,SMART.csv,SMART,19.3270166666667,485,19.336,181,1280914.4970402,acetophenone,True,"Floral, sweet, almond-like"
Benzaldehyde,TAURUS.csv,TAURUS,9.33346666666667,165,9.322,85,4056.2364205896106,benzaldehyde,True,"Almond, cherry, sweet"
Acetophenone,TAURUS.csv,TAURUS,11.4749,234,11.478,105,460017.9475452682,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,TAURUS.csv,TAURUS,12.09545,253,12.102,57,1047219.3495316532,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,TAURUS.csv,TAURUS,13.1115166666667,282,13.124,51,112423.99434263849,hexanoicacid,True,"Fatty, sweaty, rancid"
Tetramethylpyrazine,TAURUS.csv,TAURUS,16.3751,387,16.385,57,1288333.2412405524,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Benzaldehyde,TRIPLE7.csv,TRIPLE7,9.33458433444908,165,9.322,85,19328.93730906454,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,TRIPLE7.csv,TRIPLE7,9.75930273304633,180,9.767,60,28428.72873946509,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,TRIPLE7.csv,TRIPLE7,11.4687166666667,234,11.478,105,1533655.5910882405,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,TRIPLE7.csv,TRIPLE7,12.0925,253,12.102,57,3909523.7282509166,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Octanoic acid,TRIPLE7.csv,TRIPLE7,12.41725,261,12.427,74,885024.9114118156,octanoicacid,True,"Fatty, soapy, rancid"
Hexanoic acid,TRIPLE7.csv,TRIPLE7,13.1374833333333,283,13.15,105,745245.4117761117,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,TRIPLE7.csv,TRIPLE7,13.7226833333333,301,13.732,57,1289123.34075193,decanal,True,"Citrus, fatty, waxy, potato-like"
"2-Propanone, 1-methoxy-",TRIPLE7.csv,TRIPLE7,14.2961373028378,318,14.288,45,343093.3388842184,2propanone1methoxy,True,"Solvent, ether-like"
"2-Propanone, 1-methoxy-",TRIPLE7.csv,TRIPLE7,14.3561,321,14.369,59,4294307.554547742,2propanone1methoxy,True,"Solvent, ether-like"
Methyl butanoate,TRIPLE7.csv,TRIPLE7,15.5072,358,15.494,87,353047.46797900455,methylbutanoate,True,"Apple, fruity, sweet"
Acetophenone,TRIPLE7.csv,TRIPLE7,19.32705,485,19.336,181,1419268.5402646444,acetophenone,True,"Floral, sweet, almond-like"
